joint,time,target_pos,actual_pos
joint5,2.81,0.16862501204013824,0.19717982411384583
joint5,2.82,0.16074803471565247,0.1899433135986328
joint5,2.83,0.15271241962909698,0.1825251579284668
joint5,2.84,0.14452610909938812,0.17493274807929993
joint5,2.85,0.13619714975357056,0.1671735644340515
joint5,2.86,0.12773378193378448,0.15925513207912445
joint5,2.87,0.11914436519145966,0.15118525922298431
joint5,2.88,0.11043736338615417,0.1429719626903534
joint5,2.89,0.10162137448787689,0.13462330400943756
joint5,2.9,0.09270510077476501,0.12614746391773224
joint5,2.91,0.08369733393192291,0.11755282431840897
joint5,2.92,0.07460696250200272,0.10884782671928406
joint5,2.93,0.06544297188520432,0.10004102438688278
joint5,2.94,0.05621439591050148,0.09114112704992294
joint5,2.95,0.04693033918738365,0.08215686678886414
joint5,2.96,0.037599969655275345,0.07309713214635849
joint5,2.97,0.028232494369149208,0.06397079676389694
joint5,2.98,0.018837155774235725,0.054786860942840576
joint5,2.99,0.009423227980732918,0.04555438086390495
joint5,3.0,1.8761964434865254e-14,0.03628247231245041
joint5,3.01,-0.009423227980732918,0.026980236172676086
joint5,3.02,-0.018837155774235725,0.017656870186328888
joint5,3.03,-0.028232494369149208,0.008321554400026798
joint5,3.04,-0.037599969655275345,-0.0010165108833462
joint5,3.05,-0.04693033918738365,-0.010348114185035229
joint5,3.06,-0.05621439591050148,-0.01966404914855957
joint5,3.07,-0.06544297188520432,-0.028955137357115746
joint5,3.08,-0.07460696250200272,-0.038212209939956665
joint5,3.09,-0.08369733393192291,-0.04742613434791565
joint5,3.1,-0.09270510077476501,-0.0565878190100193
joint5,3.11,-0.10162137448787689,-0.06568822264671326
joint5,3.12,-0.11043736338615417,-0.07471835613250732
joint5,3.13,-0.11914436519145966,-0.08366930484771729
joint5,3.14,-0.12773378193378448,-0.0925322100520134
joint5,3.15,-0.13619714975357056,-0.10129835456609726
joint5,3.16,-0.14452610909938812,-0.10995909571647644
joint5,3.17,-0.15271241962909698,-0.11850582808256149
joint5,3.18,-0.16074803471565247,-0.1269301176071167
joint5,3.19,-0.16862501204013824,-0.1352235972881317
joint5,3.2,-0.17633557319641113,-0.1433781385421753
joint5,3.21,-0.18387211859226227,-0.15138565003871918
joint5,3.22,-0.19122719764709473,-0.15923821926116943
joint5,3.23,-0.1983935534954071,-0.16692806780338287
joint5,3.24,-0.2053641378879547,-0.17444756627082825
joint5,3.25,-0.2121320366859436,-0.1817893534898758
joint5,3.26,-0.21869058907032013,-0.18894603848457336
joint5,3.27,-0.22503332793712616,-0.19591063261032104
joint5,3.28,-0.23115397989749908,-0.2026761770248413
joint5,3.29,-0.2370465099811554,-0.2092360258102417
joint5,3.3,-0.2427050918340683,-0.2155836820602417
joint5,3.31,-0.2481241673231125,-0.22171282768249512
joint5,3.32,-0.2532983720302582,-0.22761735320091248
joint5,3.33,-0.2582226097583771,-0.23329147696495056
joint5,3.34,-0.2628920078277588,-0.23872949182987213
joint5,3.35,-0.2673019468784332,-0.2439260482788086
joint5,3.36,-0.2714481055736542,-0.24887605011463165
joint5,3.37,-0.2753264009952545,-0.2535746097564697
joint5,3.38,-0.27893295884132385,-0.2580168843269348
joint5,3.39,-0.28226423263549805,-0.26219862699508667
joint5,3.4,-0.28531694412231445,-0.266115665435791
joint5,3.41,-0.2880881130695343,-0.2697640657424927
joint5,3.42,-0.29057493805885315,-0.2731401324272156
joint5,3.43,-0.29277503490448,-0.27624061703681946
joint5,3.44,-0.2946861684322357,-0.2790624499320984
joint5,3.45,-0.2963064908981323,-0.2816028296947479
joint5,3.46,-0.29763442277908325,-0.2838591933250427
joint5,3.47,-0.29866859316825867,-0.28582924604415894
joint5,3.48,-0.2994080185890198,-0.28751108050346375
joint5,3.49,-0.2998519539833069,-0.2889030873775482
joint5,3.5,-0.30000001192092896,-0.29000386595726013
joint5,3.51,-0.2998519539833069,-0.290812224149704
joint5,3.52,-0.2994080185890198,-0.29132741689682007
joint5,3.53,-0.29866859316825867,-0.29154887795448303
joint5,3.54,-0.29763442277908325,-0.29147642850875854
joint5,3.55,-0.2963064908981323,-0.291110098361969
joint5,3.56,-0.2946861684322357,-0.29045021533966064
joint5,3.57,-0.29277503490448,-0.2894975543022156
joint5,3.58,-0.29057493805885315,-0.28825312852859497
joint5,3.59,-0.2880881130695343,-0.28671795129776
joint5,3.6,-0.28531694412231445,-0.2848934829235077
joint5,3.61,-0.28226423263549805,-0.282781720161438
joint5,3.62,-0.27893295884132385,-0.2803845703601837
joint5,3.63,-0.2753264009952545,-0.27770453691482544
joint5,3.64,-0.2714481055736542,-0.2747442126274109
joint5,3.65,-0.2673019468784332,-0.2715066373348236
joint5,3.66,-0.2628920078277588,-0.2679949402809143
joint5,3.67,-0.2582226097583771,-0.26421260833740234
joint5,3.68,-0.2532983720302582,-0.26016342639923096
joint5,3.69,-0.2481241673231125,-0.25585150718688965
joint5,3.7,-0.2427050918340683,-0.2512807846069336
joint5,3.71,-0.2370465099811554,-0.2464560866355896
joint5,3.72,-0.23115397989749908,-0.24138206243515015
joint5,3.73,-0.22503332793712616,-0.23606379330158234
joint5,3.74,-0.21869058907032013,-0.23050647974014282
joint5,3.75,-0.2121320366859436,-0.22471575438976288
joint5,3.76,-0.2053641378879547,-0.21869723498821259
joint5,3.77,-0.1983935534954071,-0.21245698630809784
